event_times,event_types,source_index
"[5.99287073,7.44940301,7.63510989,9.62808297,11.04029218,12.52634979,17.94869312,19.44711052,20.69266947,20.97763411,21.20995783,26.03236379,26.2552395,27.54072005,27.67489,29.17886219,30.74737943,31.59719762,32.2715543,32.91813977,35.79411448,41.16591023,48.99874025,54.80230728,55.91511582,61.36292456,66.96296432,67.66153143,72.24134666,72.46909398,73.48473986,74.04018115,76.09414694,76.12737886,76.45008629,76.76584659,77.06708481,77.67774115,77.7814792,77.89384594,78.10761301,78.40981777,78.75956228,80.21060118,80.90866228,81.33533217,81.53448011,81.67460264,87.73589754,92.24633304,92.88295512,100.87072242,105.93546817,109.48403798,116.83985433,119.55658409,120.973128,121.06728874,121.5007236,121.9788327,122.4696583,123.39710576,124.08553488,130.72165326,134.84524599,134.96631359,135.26161037,136.89284582,136.98773398,150.66592355,154.76726937]","[3,2,6,3,5,0,1,7,6,4,0,0,0,1,0,1,3,0,2,3,1,5,5,3,2,4,2,0,3,2,6,0,4,3,2,3,3,1,0,1,1,0,1,1,3,3,0,5,7,5,6,4,4,3,1,1,4,3,3,2,3,3,2,7,0,1,1,0,0,7,4]",10
"[4.26025083,5.46871415,5.68021208,6.84534827,7.26303369,7.30718002,8.66864175,10.53380251,15.75568906,15.97618599,16.3899647,17.10311333,18.35476081,18.87850461,19.7164737,19.88685008,20.39302944,20.53697468,20.61707237,20.95446776,22.52852864,22.61295953,22.96878131,23.16219981,23.93367003,24.39987274,29.73301652,30.5102484,30.68514235,30.72139046,30.79361953,31.18104442,31.30786722,31.35795168,31.46488678,31.50380685,32.29323441,32.56256627,32.6094849,32.80633576,33.12990964,34.64504206,34.8047008,35.00389906,35.40593571,35.58610692,37.38372638,37.70053086,44.35614464,45.40456167,46.40137311,48.48715027,50.94191596,51.61772449,54.01309661,54.21060064,54.35061519,54.46572758,54.95645853]","[6,6,6,4,4,6,1,0,1,4,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,2,1,3,1,1,0,0,0,1,0,0,1,0,2,0,1,0,1,0,0,1,7,5,2,1,2,3,3,2,2,3,0]",11
"[2.3354795,2.63338574,6.41112688,7.80571448,8.06394514,9.73713586,15.79943588,17.48343103,18.3774714,18.38619877,20.66036825,21.77112318,22.06103761,22.15058445,22.66500399,22.97594771,23.31226233,23.40252643,23.90885359,24.27779152,24.92188694,25.70972693,26.89130196,27.1930937,29.89918653,30.91010002,36.17617202,36.4513078,36.97758542,40.82420291,49.15597314,50.74700659,52.94859786,55.65970578,58.10669287,58.75340547,59.17241649,59.57802318,60.24953667,60.32626815,60.54045007,60.73167403,61.0488364,61.28075236,62.17123315,63.69450152,63.7333828,63.77486461,64.19332273,65.76355083,67.10153125,70.07508108,70.22586252,70.46760359,70.88939556,71.71970656,71.90763537,73.31788261]","[7,1,2,3,6,3,0,1,2,3,1,0,1,0,0,1,0,2,1,0,4,1,5,5,0,5,0,7,7,5,5,7,1,0,0,1,1,0,1,2,0,3,1,1,1,0,3,1,1,0,0,0,1,0,1,1,0,5]",12
"[1.49341633,3.38595412,8.83797992,9.26793009,9.6481983,17.26751391,18.12817704,22.70359742,24.58776933,25.63306312,25.93771058,26.01451176,26.42854927,26.63480344,26.63729026,27.16697898,28.34523982,32.01758762,32.43626231,32.53915238,33.45488699,34.04768992,34.6362529,35.86087288,36.28516698,36.7942893,36.80390879,37.89470544,40.21355932,40.29332061,40.37501416,40.49698926,41.2785865,41.70213501,42.11327994,42.6280692,42.88871688,43.73383978,43.98884687,44.56615717,44.86791212,44.86998189,44.97969587,46.03144104,46.33922839,46.80999129,46.93456871,47.20805575,47.37034433,47.82480414,48.01799066,48.02148224,48.2362672,48.75817084,49.22393107,49.74425546,49.7514673,50.39674597,50.62471988,50.72537876,50.82022592,51.30081788,52.18989508,53.26449168,53.50903208,53.86977265,54.17615476,54.31813389,55.48474008,56.13615973,56.80454959,59.95322225,60.24109643,60.60943633,61.17329112,71.04901076,71.52863313,73.54913064]","[2,6,5,2,5,6,5,6,0,1,6,0,1,0,1,5,4,2,0,0,1,1,4,0,2,3,1,0,1,0,0,1,1,1,0,1,0,2,3,1,0,1,1,0,2,0,1,2,1,3,0,1,0,3,2,6,5,1,0,1,1,1,1,0,0,1,1,1,0,1,5,7,1,5,0,1,0,5]",13
"[1.36809602,1.57567034,1.94329857,2.45040937,3.7476335,5.35857844,11.02724315,11.8331065,19.87266803,20.56195283,22.09045874,23.48539701,28.35725976,29.32422076,30.57281545,30.90021989,31.25225939,32.42447351,33.05346667,37.43695211,38.48827564,48.7361455,59.02460116,60.15971532,60.38083889,63.81089139,65.59016493,69.55669747,71.9155549,72.68497738,73.98706513,75.60544383,77.84493171,78.43854964,80.19592354,81.53636032,83.33818622,83.89880506,84.06218623,85.56428346,87.72725936,88.37697375,89.3956305,89.62033999,90.386725,91.62904014,92.09711332,92.76693838,94.46497912,99.62849274,100.56450364,101.4238585,101.67102802,102.36685062,102.89524712,103.41899553,103.5349425,104.82532279,106.03013115,114.42914527,122.95427949]","[5,0,1,1,0,1,3,5,2,3,7,2,3,0,5,5,4,1,5,3,2,2,4,2,6,4,6,7,3,1,3,3,2,2,3,1,3,2,1,7,0,0,3,1,2,3,4,1,2,2,2,6,3,6,2,3,2,2,2,1,4]",14
"[3.4343382,12.78857423,15.89521551,15.9447625,16.53551933,18.65166333,24.31586773,27.85698448,28.58949087,30.38265363,31.62395534,31.96662019,32.03450398,32.25235735,32.78982088,36.0143979,36.34956901,36.579826,39.37060037,39.83163077,40.66073075,41.00379764,41.49067459,41.71422018,42.71050022,44.986254,48.29840909,48.9048216,53.56868462,55.18036576,56.06869108,67.13559231,67.4613565,67.65119374,67.82783845,67.94847168,68.00966201,68.08043121,68.13284666,68.21212514,68.28157019,68.28570985,68.58387243,68.65713915,68.93189222,68.96247592,69.01721117,69.11211401,69.12950606,69.1310774,69.28722853,69.49385909]","[5,7,2,3,1,3,7,1,6,5,2,1,0,6,0,3,0,1,2,3,1,3,0,0,3,3,7,6,2,7,3,2,1,3,0,3,3,2,2,3,3,0,2,3,3,2,2,3,4,2,3,3]",15
"[3.73979177,4.93864442,9.5217974,9.72499664,12.08797721,13.55462868,14.09933847,14.20528072,19.08355474,19.73932989,23.41895948,29.22405155,37.57778424,45.6588495,46.44364189,47.46270807,47.49365856,48.38261895,48.44117994,49.68540587,50.53101738,50.87931278,51.90201769,51.95572992,55.00012065,56.90980908,58.24282201,60.80958903,61.60792945,62.95055799,64.64336494,79.65816375,80.71113229,81.70305106,82.31248917,84.59452085,85.45500423,91.15785372,92.38237098,92.51327372,93.62169319,93.79301205,93.97239292,94.16005063,94.52819559,94.77025821,96.12439866,96.5536316,96.57424993,98.85717017,99.14915325,99.68217914,100.56464117,104.09679634,110.00730819,110.42778513,112.85597259,113.92193359,114.20154228,114.91537031,116.18521971,117.44800202,118.35634415,120.17014122,127.39879193,129.59523175,129.84374537,130.40954673,134.44335116,135.56657999]","[2,5,2,3,3,2,7,2,3,4,5,1,6,0,0,1,4,1,0,1,0,0,0,5,1,1,5,7,0,7,3,1,6,0,1,2,2,0,1,1,0,1,1,0,1,1,2,5,1,0,3,1,7,2,4,0,0,5,1,1,0,0,5,5,6,3,4,5,2,7]",16
"[2.08459918,2.70402148,3.52900509,3.86073146,6.56823389,9.84094402,11.46042693,20.07424962,20.84661678,21.14190763,21.40321651,21.63018263,24.30721802,26.61511516,35.76912571,36.87139497,37.00235028,38.04392268,42.15256453,43.97538926,44.13774499,45.75598689,46.1481547,46.31570813,46.53566,46.92175357,47.08623198,47.17261371,47.31091783,48.36999419,48.40618225,48.85020113,48.89473336,49.71996337,50.68387722,50.88769787,51.0501395,51.28392421,52.16177054,52.17812163,53.68343836,54.10418786,54.24238801,54.48142885,55.55425992,57.37548162,59.95681631,60.67536132,62.76851319,62.9639597,64.07437866,65.4554333,65.70098003,66.66215816,69.63492565,70.54431811,72.88501857,74.17638619,75.15533657,75.18616866,82.43105511,83.06809363,90.88354414,93.77337895,94.32630733,95.36603805,104.17776642,104.95435393,109.04375683,109.85938109]","[1,0,0,1,1,5,4,5,2,3,3,3,5,7,0,1,1,0,0,1,0,3,3,2,2,3,3,4,2,2,7,2,3,3,3,3,2,4,7,3,2,2,2,3,3,2,6,3,7,2,3,3,2,2,3,1,0,1,3,4,7,4,1,3,2,3,1,1,2,7]",17
"[5.41778098,6.34980202,6.50052293,6.70617406,6.82606344,8.02426953,8.17472222,8.24078779,8.63957817,8.91888821,9.32729274,10.73855713,11.11710012,11.7712323,13.28029976,13.50449236,13.52987075,13.64931935,15.33886566,15.80694865,16.05430273,16.21861588,17.03373289,17.25680205,17.39904287,17.61589282,18.20059742,18.48076034,18.48131415,18.57991933,19.05333634,19.14729831,19.39462662,19.81692969,20.15405913,23.15724798,25.300233,29.72184381,33.3213371,35.79290494,36.85685838,37.37101236,38.96684886,47.22912073,49.5945746,49.60761135,54.5544815,55.90314933,59.26598121]","[0,1,1,0,1,0,1,1,0,1,1,0,1,4,0,3,1,7,1,1,0,1,4,1,0,0,5,1,0,1,0,1,0,1,0,5,4,5,2,7,4,5,7,7,1,0,3,1,3]",18
"[0.171163,4.38760525,6.41268567,7.4335774,8.61526585,17.68893546,20.97094967,23.38570782,23.50625958,23.85288198,25.51497825,27.1290602,28.29657495,28.61599325,29.72257524,31.24740988,33.54365664,33.78885083,34.21979078,34.27701677,34.27973296,35.42522774,35.94363527,37.90468933,39.42254718,41.08572386,41.50013895,41.67275197,41.72319553,45.71866173,46.01907916,50.11298504,50.67307084,51.00076217,51.90317943,52.293418,53.23071149,55.21416209,58.27851863,58.50337379,59.56393466,60.27264526,60.48732251,62.16839023,62.48337114,63.45547541,73.04855119,73.05922148,73.98579678,74.49759644,75.09967566,75.13168227,75.53765188,75.73062863,76.32283045,76.7304836,78.96814036,79.90137794,80.00404324,80.20132198,80.9573204,81.07531596,81.41609589]","[5,7,6,1,2,4,6,7,4,1,0,0,1,0,1,6,1,5,0,1,2,0,3,0,2,6,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,3,4,5,2,0,5,1,0,1,0,1,1,1,4,1,2,3,2,2,3,3]",19
"[7.5281396,10.17910292,15.0533048,15.6085639,15.81260202,16.353783,17.02952994,17.52449063,17.55789778,17.68961657,17.76921464,18.95676304,21.90560974,23.84190678,35.52462899,39.39659972,40.56726346,40.58483986,40.95711599,42.09684591,42.5890569,43.64315117,43.83088614,43.8610837,43.98903556,44.18840576,45.17709443,47.48967197,48.57200722,48.91998115,53.56937595,54.71146573,56.4523161,57.17424998,58.79683104,58.91108707,59.47591818,60.67274148,62.91274397,63.20191575,64.03126183,64.22590786,65.01098025,65.68297603,66.82198111,67.11796953,67.54832028,67.66924629,69.66657645,69.99839591,71.57306676,73.14171113,93.04880923,94.30285921,96.72966897,96.86365058,103.19425873,103.64686787,106.38299187,110.82066091,111.01428973,113.0395148,114.12568514,117.02965921,118.32551096,119.32967791,120.77703926,122.4827927,122.58933949,123.88118021]","[0,1,3,3,1,3,2,0,2,1,1,3,0,4,6,0,1,1,0,6,0,1,1,0,1,0,5,0,1,5,1,2,3,4,4,3,2,4,2,1,2,0,7,4,1,0,1,1,5,1,0,1,5,5,7,2,1,0,2,3,1,2,3,2,3,3,2,4,5,3]",20
"[0.11590178,1.06874335,1.26037926,1.26602402,1.29780973,2.14221774,2.28323243,3.83979352,4.00402634,4.83769881,6.23412406,6.71563748,8.19969867,11.47995869,12.35046394,13.88549465,18.60795355,19.70129245,21.0006222,23.97600105,26.79831181,28.4520624,28.45655808,29.22088344,30.15015413,34.94527007,35.3000738,35.99522016,36.1525125,40.50601911,41.15535698,43.90275746,45.23717914,47.055111,48.99004539,55.01157075,61.68024074,61.77388923,63.34088808,67.00268115,68.11933889,68.15216629,69.87153979,70.33971497,71.39967588,76.77977983,76.99008109,77.35944869,77.75299597,78.95761736,79.99241559]","[7,2,1,3,3,7,1,4,0,1,1,7,2,0,4,1,7,0,7,1,1,1,7,0,1,0,1,1,0,2,3,1,2,2,3,2,7,7,7,4,2,3,0,5,4,3,2,2,2,3,2]",21
"[0.95665912,1.62378626,5.71392411,5.87351374,6.24486231,6.39131877,6.47338064,7.45299195,8.85039751,10.13220322,13.95767776,14.95297592,19.4225144,19.52350225,20.63851297,27.32481722,28.45801362,33.27374504,37.79811574,40.97319615,42.74171122,45.87477414,45.98578298,48.8608527,50.08597102,51.6619825,52.98419015,58.47621982,59.07504265,60.55541901,61.49018868,61.52279397,61.73662582,64.74357895,65.42155552,66.16636613,66.32968785,66.42861189,68.33120833,69.30232627,70.29495212,70.29933881,71.55009476,72.09119956,72.24640281,72.70860687,72.84076478,72.86488311,74.4362522,81.1762199,83.97160573,87.11475258,88.82830143,89.00633676,89.00662605,90.59029223,90.95375158,92.6612784,93.49284498,95.95727054,96.4730736,96.56941439,100.45846498,100.81484892,101.99261608,102.23438916,102.90557339,103.36514451,104.50606421,108.47005264,110.45798091,111.35789643,112.35346171,115.04323224,116.84209446,116.9026677,117.18310414,117.65108444,117.82634384]","[7,4,1,0,1,0,5,1,5,0,1,6,0,0,1,4,4,2,6,6,7,2,3,0,3,3,7,2,1,1,7,1,0,0,1,1,0,0,1,1,0,0,0,2,1,0,1,1,3,3,5,2,1,3,0,1,0,0,1,1,1,0,0,1,1,0,1,0,6,5,7,2,2,3,3,2,2,2,3]",22
"[9.00210919,11.28868344,13.90317573,14.57536009,16.09871938,17.1268192,17.15476604,17.68626769,17.833531,19.91706977,21.46527588,22.2544614,22.30640758,22.57855358,22.87609898,22.98873669,23.18303923,23.81319158,24.8510517,27.90222084,29.2687118,30.67421388,32.09523431,33.62889646,34.08730431,34.59837446,34.66365665,34.8141128,35.27663552,35.5215832,36.54316675,36.63253132,37.69990523,39.01654303,39.42466755,41.56635378,42.54441385,42.55672035,46.65391618,46.83950258,56.95185624,65.42133138,65.43758988,66.24398506,68.32036221,68.61103022,69.87964267,69.88196123,69.91075413,77.18695567,77.26171981,80.37075302,81.48393189,82.36482401,83.12815091,83.13728918,83.59124835,84.99894846,86.50179318,87.85686292,88.71963417,94.56428104,97.64233932,101.28285562,102.83374976]","[3,5,7,1,0,1,0,0,1,1,5,0,1,1,4,0,0,3,1,1,0,7,1,4,5,2,6,3,2,3,4,0,1,0,2,1,0,4,4,3,7,2,3,3,1,0,4,1,0,1,0,0,1,0,2,3,1,3,1,7,0,0,5,5,2]",23
"[2.28531725,3.50796539,4.9080978,5.07218234,11.50759806,12.74605375,12.78075189,13.12395664,13.4149272,13.78650773,13.99001468,14.03667757,14.96814934,15.45377816,15.61148052,15.66734663,15.9966278,16.31492143,17.4699329,17.47474902,17.66605986,17.94434162,19.26354614,19.27243331,20.10048899,20.20188589,21.47420125,21.54628641,23.00991917,23.87405647,23.90284897,25.38805911,29.88154739,31.54904944,33.58424748,34.1784075,36.86090673,37.61961775,37.85514313,40.13861623,54.61744626,57.01704296,76.95641193,79.4215764,79.72753426,83.76499148,84.31747647,84.62337546,89.30810343,89.38287236,90.32002915,91.52625806,91.85564096,92.76314204,92.89000246,93.43865713,93.67401014,94.79210908,96.42283225]","[7,7,7,7,0,1,0,0,0,1,1,1,0,3,0,3,0,2,0,1,0,0,3,1,2,3,1,0,0,1,1,1,1,7,6,0,1,0,1,5,5,2,5,2,2,5,1,7,0,1,6,3,2,1,0,0,2,7,1]",24
"[1.25467162,1.51858485,3.82725892,5.63532041,18.23113758,25.60609437,28.59718178,28.90571893,29.88183102,31.90546314,31.94252933,32.42241413,33.80669245,34.01883429,34.20923209,35.10782062,35.54068928,35.91133178,38.3681931,39.18068946,39.3772006,39.76275941,40.32513798,40.91209753,41.9432767,42.45790338,43.78727542,48.29463055,50.5394272,53.15251648,55.66534651,56.0450818,56.63024316,62.51668405,65.39991567,69.05699496,70.48993429,70.93319299,72.04807857,77.396703,79.20025906,79.34190746,80.13669252,80.30824081,80.64308535,80.65984432,80.94689948,80.99476848,81.11730635,81.14072777,81.47211217,81.99130563,82.31238342,82.56947487,83.59494359,84.11871663,84.47269342,84.62498681,84.72700485,84.74975906,84.9743265,85.16747168,85.64632621,86.05892022,86.92195914,87.18307981,87.52291161,87.72914498,87.91067058,87.92610248,88.28835895,88.6634099]","[2,0,7,2,1,5,2,5,1,2,3,3,2,3,0,1,1,3,3,2,4,5,0,1,1,1,1,1,0,1,1,0,1,3,5,5,2,3,5,2,7,1,2,0,0,1,0,4,1,1,1,0,0,1,0,1,0,1,1,0,0,2,5,1,1,1,0,0,0,0,0,0]",25
